,Unnamed: 0,Codigo_da_oportunidade,Classificacao_da_Oportunidade,Data_de_criacao,Faixa_de_Faturamento_Agregado,Data_Real_de_Encerramento_da_Opp2,numero_relacionamentos,numero_relacionamentos_convertidos,intervalo_tempo,ano,Valor_corrigido2,Forma_de_Contratacao_Agregado,Concorrentes,n_solucoes,Software,Comissão sobre Parceiros,Cybersecurity,Desdobramento de metas,ESG,Equilíbrio fiscal,Skill_dev,Gestão Estratégica,Gestão da Educação,Gestão da Operação,Gestão da Receita,Gestão da Saúde,Gestão da Segurança Pública,Gestão da Segurança Viária,Gestão de Gastos,Gestão de operações projetizadas,Gestão de pessoas,Processes Excellence,Produtos digitais,S_amp_OP_S_amp_OE,Transformação Digital,Treinamentos,Roadmap,Segmentacao,Carteira_Nova,Segmento_Agregado2,Total_HH,Custo_Total,Margem_Total,ID_cliente
169,170,14130,Novo,2021-12-03,Acima de 5 bilhões,2022-02-21,1,0,0.0,2022,150325.782883766,Sem Concorrência,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Serviços,Demais Comercios,23.0,35260.37,0.756359816153783,293
170,171,13921,Novo,2021-11-12,De 1 a 5 bilhões,2022-02-23,1,0,0.0,2022,1313971.82570585,Publico,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Administracao Publica,292.0,587028.25,0.458829209831872,452
171,172,13536,Novo,2021-09-23,Acima de 5 bilhões,2022-02-25,2,0,1.07,2022,2907184.80973333,Sem Concorrência,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bens Não Duráveis,Agronegócio,952.0,1312153.58,0.453269341666667,295
172,173,12668,Novo,2021-05-19,De 1 a 5 bilhões,2022-03-02,3,1,21.9,2022,1277691.88385558,RFP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bens Duráveis,Demais Ind.,229.0,596689.79,0.443321478717201,760
173,174,13839,Renovação,2021-10-29,De 1 a 5 bilhões,2022-03-02,1,0,0.0,2022,2020287.07115223,Concorrência,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bens Não Duráveis,Ind de Alimentos e Bebidas,559.0,1228487.35,0.378453353911116,468
174,175,13267,Novo,2021-08-19,De 301 a 500 milhões,2022-03-03,2,0,4.27,2022,1020109.2000703,Concorrência,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Serviços,Servicos Especializados,236.0,411259.86,0.519435535794621,482
175,176,13490,Novo,2021-09-20,De 501 a 1 bilhão,2022-03-03,1,0,0.0,2022,348068.598126167,Concorrência,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Serviços,Serviços Financeiros,59.0,147357.87,0.495349760273973,620
176,177,14168,Novo,2021-12-13,Até 15 milhões de faturamento,2022-03-03,1,0,0.0,2022,107326.118243869,Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Internacional & Outros,Servicos Especializados,12.0,57333.79,0.363223212550326,582
177,178,14187,Novo,2021-12-14,"De 60,1 a 300 milhoes",2022-03-03,1,0,0.0,2022,2350953.06629427,Concorrência,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Serviços,Transporte e Logística,463.0,792421.66,0.598214394726835,526
178,179,14247,Renovação,2021-12-23,De 501 a 1 bilhão,2022-03-03,4,2,7.2,2022,358775.880986648,Publico,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Serviços,Energia,68.0,163589.82,0.456480625950014,178
179,180,12703,Novo,2021-05-25,"De 60,1 a 300 milhoes",2022-03-07,1,0,0.0,2022,424357.250001187,Concorrência,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Ensino/Educação,97.0,176231.0,0.504968683962374,750
180,181,12970,Renovação,2021-07-14,"De 60,1 a 300 milhoes",2022-03-07,3,2,16.23,2022,362864.495014986,Sem Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,"Saúde, Educação e Serviços Públicos",Ensino/Educação,66.0,137136.19,0.549505391532871,173
181,182,13080,Novo,2021-07-28,"De 60,1 a 300 milhoes",2022-03-07,1,0,0.0,2022,903583.700262669,Publico,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Associações Fed. Fundações e Entidades De Classe,212.0,427670.03,0.435813846417688,314
182,183,13380,Renovação,2021-09-02,De 301 a 500 milhões,2022-03-07,8,2,6.63,2022,337310.657337874,Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Serviços,Transporte e Logística,81.0,95578.68,0.662236310628147,437
183,184,13437,Renovação,2021-09-13,Acima de 5 bilhões,2022-03-07,24,15,0.1,2022,2064177.96454964,Sem Concorrência,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Internacional & Outros,Ind de Alimentos e Bebidas,364.0,1233231.55,0.389320118939095,505
184,185,13691,Recuperação,2021-10-13,De 301 a 500 milhões,2022-03-07,3,1,4.63,2022,6475342.4673801,Publico,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Ensino/Educação,1943.0,3211114.78,0.408880778496989,722
185,186,14222,Renovação,2021-12-21,"De 60,1 a 300 milhoes",2022-03-07,1,0,0.0,2022,93015.9691446865,Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Associações Fed. Fundações e Entidades De Classe,39.0,39011.26,0.500063947714093,473
186,187,11969,Recuperação,2021-01-20,De 1 a 5 bilhões,2022-03-08,12,3,1.83,2022,649067.476998637,Sem Concorrência,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Serviços,Serviços Financeiros,217.0,285952.5,0.474846766603154,181
187,188,14095,Novo,2021-12-02,"De 60,1 a 300 milhoes",2022-03-08,2,1,9.6,2022,1001710.43694278,Sem Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Serviços Médicos,225.0,329274.88,0.608169358005593,501
188,189,12860,Renovação,2021-06-21,"De 60,1 a 300 milhoes",2022-03-09,2,1,13.03,2022,200342.087388556,Sem Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bens Duráveis,Demais Ind.,64.0,77737.8,0.537467721782591,396
189,190,13599,Recuperação,2021-09-29,Acima de 5 bilhões,2022-03-10,3,0,8.4,2022,417038.630890463,Concorrência,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Infraestrutura e Indústria de Base,Siderurgia e Mineração,79.0,134649.43,0.615133396215629,353
190,191,13617,Novo,2021-10-04,De 1 a 5 bilhões,2022-03-10,1,0,0.0,2022,255091.368599399,Sem Concorrência,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Infraestrutura e Indústria de Base,Incorporação e Construção,64.0,73678.45,0.655708177570093,104
191,192,13836,Novo,2021-10-29,De 1 a 5 bilhões,2022-03-10,1,0,0.0,2022,393365.197912659,Concorrência,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Infraestrutura e Indústria de Base,Incorporação e Construção,80.0,184996.59,0.439404272727273,298
192,193,13049,Novo,2021-07-23,De 1 a 5 bilhões,2022-03-14,2,0,45.13,2022,1226584.20850136,Sem Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Infraestrutura e Indústria de Base,Incorporação e Construção,328.0,532682.31,0.482330116618076,236
193,194,13488,Renovação,2021-09-20,De 1 a 5 bilhões,2022-03-15,21,13,2.77,2022,2379573.36449264,Sem Concorrência,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Internacional & Outros,Siderurgia e Mineração,309.0,1253306.78,0.461637981099656,355
194,195,14014,Renovação,2021-11-24,De 1 a 5 bilhões,2022-03-15,3,0,4.93,2022,868830.481021797,RFP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bens Duráveis,Demais Ind.,256.0,335339.07,0.53992238724061,171
195,196,12196,Recuperação,2021-03-02,De 301 a 500 milhões,2022-03-16,4,0,6.1,2022,294427.893501432,Sem Concorrência,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Infraestrutura e Indústria de Base,Siderurgia e Mineração,60.0,105923.66,0.571159271255061,393
196,197,13828,Novo,2021-10-29,De 501 a 1 bilhão,2022-03-21,4,0,48.17,2022,971045.831730244,Concorrência,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bens Duráveis,Demais Ind.,220.0,356040.95,0.562938836888139,616
197,198,10399,Recuperação,2020-01-16,"De 60,1 a 300 milhoes",2022-03-23,3,1,0.5,2022,597959.801644413,Concorrência,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Serviços Médicos,158.0,250856.66,0.499924427499938,501
198,199,13958,Recuperação,2021-11-17,De 1 a 5 bilhões,2022-03-23,3,0,16.5,2022,346510.038901634,Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,"Saúde, Educação e Serviços Públicos",Serviços Médicos,95.0,142025.03,0.511425200168563,395
199,200,13465,Renovação,2021-09-16,De 501 a 1 bilhão,2022-03-24,5,2,8.03,2022,953669.222109808,Concorrência,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Administracao Publica,329.0,445411.99,0.443268068458435,715
200,201,13667,Novo,2021-10-07,De 301 a 500 milhões,2022-03-24,1,0,0.0,2022,435249.31777268,Concorrência,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Associações Fed. Fundações e Entidades De Classe,107.0,209996.42,0.424884783287415,737
201,202,14200,Novo,2021-12-16,De 301 a 500 milhões,2022-03-24,1,0,0.0,2022,419917.015166413,Concorrência,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos",Associações Fed. Fundações e Entidades De Classe,107.0,200926.92,0.429631297095597,730
202,203,14285,Novo,2022-01-07,De 501 a 1 bilhão,2022-03-24,1,0,0.0,2022,833219.010588702,Concorrência,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Bens Não Duráveis,Comércio de Alimentos e Bebidas,48.0,400311.38,0.427308469241774,738
203,204,12722,Renovação,2021-05-28,Acima de 5 bilhões,2022-05-04,32,23,9.97,2022,560732.221716296,Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Internacional & Outros,Servicos Especializados,99.0,349616.05,0.372323070017953,514
204,205,14177,Renovação,2021-12-14,De 1 a 5 bilhões,2022-05-20,5,1,3.37,2022,552678.617095595,Concorrência,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bens Duráveis,Demais Comercios,146.0,201343.91,0.572307115508186,516
